7035:11571,4268,1960,5287,1305,2151,774,4288,10291,6943
7036:654,354,1535,301,736,654,1102,518,394,1462
7044:1389,8579,8151,8579,1187,302,654,1187,2162,58
7053:4873,9572,9531,14226,2704,5488,14593,3867,4798,5699
7059:3,4,6,8,10,11,13,14,15,17
7069:3,4,6,8,10,11,13,14,15,17
7077:3,4,6,8,10,11,13,14,15,17
7096:3,4,6,8,10,11,13,14,15,17
7112:3,4,6,8,10,11,13,14,15,17
7116:14700,1578,4171,15201,8457,2831,3867,2166,1987,3223
7118:654,302,654,616,58,84,1102,354,616,650
7133:1187,654,302,58,654,2162,302,1102,8259,3867
7137:3,4,6,8,10,11,13,14,15,17
7140:3,4,6,8,10,11,13,14,15,17
7159:302,654,654,861,18030,2499,2484,2640,6007,654
7173:18447,19197,12389,14885,14961,13975,13948,15573,22980,12625
7178:3,4,6,8,10,11,13,14,15,17
7183:1102,654,518,654,58,302,654,302,1102,2557
7184:3,4,6,8,10,11,13,14,15,17
7188:3,4,6,8,10,11,13,14,15,17
7192:1776,7257,9057,8746,2499,302,654,4292,1845,12634
7196:3,4,6,8,10,11,13,14,15,17
7203:866,2259,9594,12861,8733,3265,6030,7180,19188,1740
7214:2162,6450,4422,4268,1187,5119,14960,4420,6210,5658
7224:2233,2687,1509,2831,4499,3250,2366,2937,9572,9347
7225:3,4,6,8,10,11,13,14,15,17
7230:3,4,6,8,10,11,13,14,15,17
7232:10039,5097,4483,3531,13948,2194,6009,1876,3354,6379
7239:616,654,633,546,787,564,861,2030,554,1140
7242:3,4,6,8,10,11,13,14,15,17
7254:3,4,6,8,10,11,13,14,15,17
7268:654,58,302,23867,12360,1102,10012,2626,2947,3795
7291:2028,1744,2715,2085,1065,2345,4268,3142,8066,5699
7294:1389,1102,8579,8151,518,518,84,4299,1187,654
7299:10914,3231,6820,8276,1332,5575,2233,1086,4414,364
7303:3,4,6,8,10,11,13,14,15,17
7326:13273,3972,4740,4772,5103,6824,10713,7966,8276,18720
7340:3,4,6,8,10,11,13,14,15,17
7346:5480,5488,10020,1013,4873,9417,1936,4425,8860,3086
7348:1937,21735,2831,3234,4414,2618,2166,2185,6011,12360
7351:3,4,6,8,10,11,13,14,15,17
7356:3,4,6,8,10,11,13,14,15,17
7366:1102,518,654,302,743,736,301,354,268,138
7367:3,4,6,8,10,11,13,14,15,17
7383:3,4,6,8,10,11,13,14,15,17
7397:654,861,23867,6203,9518,10786,736,650,5985,14892
7410:16036,6315,15535,7211,9790,5767,14955,17071,16404,6108
7414:224,289,1772,1245,554,1804,861,483,490,650
7419:11255,16188,14754,12508,12254,11664,18124,3,4,6
7429:3,4,6,8,10,11,13,14,15,17
7433:2831,3313,15720,12023,3539,3429,8056,542,8398,2538
7444:5512,7468,4671,2543,8867,9203,1991,9594,1342,1468
7451:3,4,6,8,10,11,13,14,15,17
7461:616,564,736,302,650,654,84,542,138,518
7466:2268,1951,4919,4487,8457,4833,4268,5117,2101,364
7467:2310,302,6457,654,13917,6340,542,554,131,902
7488:302,654,2024,4025,15141,1102,224,1578,58,84
7489:3,4,6,8,10,11,13,14,15,17
7517:3,4,6,8,10,11,13,14,15,17
7518:518,84,302,654,2168,1102,58,84,101,8660
7519:302,654,13660,58,84,5545,616,29,4181,5575
7527:5587,16229,16229,2696,8398,3,4,6,8,10
7542:5023,4394,2632,4792,3789,8733,5557,9417,6678,16956
7555:3,4,6,8,10,11,13,14,15,17
7556:3,4,6,8,10,11,13,14,15,17
7558:3,4,6,8,10,11,13,14,15,17
7563:1102,861,1762,1476,736,1196,1476,902,4414,866
7572:8860,13567,10752,2642,13567,7711,8860,7711,1400,7711
7586:13567,12254,14226,12254,14226,14593,14593,15442,12118,17071
7590:654,616,302,302,654,84,861,7166,2430,162
7603:12872,3194,6727,1424,8462,2311,2668,1511,596,22980
7605:11035,10040,14700,12023,20195,22980,9347,1578,14700,4171
7607:14636,692,2233,1845,1804,262,7210,4113,3313,4422
7608:654,58,302,239,616,162,84,1762,190,354
7612:1424,1511,3223,1305,1140,1196,1348,2618,3429,4904
7617:3,4,6,8,10,11,13,14,15,17
7637:16404,302,654,7211,131,16680,6009,5767,3313,3939
7657:3,4,6,8,10,11,13,14,15,17
7661:902,999,748,1405,1196,471,612,1550,1405,564
7678:10041,10041,4825,12990,5624,6434,12990,10914,7831,13917
7682:3,4,6,8,10,11,13,14,15,17
7692:22980,11571,22980,22980,3249,11571,12360,11209,11571,7166
7699:3,4,6,8,10,11,13,14,15,17
7707:654,616,302,302,654,9185,84,654,861,654
7708:18756,8660,14700,5398,5604,6030,9722,12876,14675,15697
7713:7491,15720,3088,302,654,15720,501,30286,15914,8447
7734:3,4,6,8,10,11,13,14,15,17
7741:654,58,302,1102,4630,23867,861,14700,239,15705
7742:10247,2469,14809,1957,654,289,616,1213,302,2687
7743:3389,12155,3101,11351,654,861,10914,15535,2060,3265
7751:654,692,6450,861,616,5991,354,1102,15,2233
7760:409,2024,18420,1245,238,5604,1603,66,3313,542
7766:9531,3698,5738,352,3789,752,1326,984,4372,1460
7787:2140,13917,4357,131,5119,9902,2046,2966,12776,4604
7813:10247,18704,22889,7508,8167,10308,15928,10786,16107,7989
7818:6281,1424,1578,616,1511,1511,3223,650,1305,1804
7823:9080,20195,22606,8056,15914,22889,10369,9657,10622,7989
7825:8011,13838,4664,262,5689,780,3423,13838,17015,18756
7833:1825,2162,1382,1050,1057,4647,1023,2955,1126,1389
7841:18239,302,654,1187,10217,1804,10369,5767,58,84
7844:18062,11803,4071,4421,5337,7360,8052,2370,7235,2750
7850:4873,9531,14226,5488,14593,3789,4368,13522,7006,1230
7863:4900,12625,10707,16288,2469,5699,364,3867,13522,8056
7869:8772,6824,19197,7235,8901,9054,9127,11488,7338,7358
7888:518,84,654,58,409,302,10146,21735,5821,8665
7889:2379,1884,1462,2967,16680,7422,20330,6708,14237,1535
7894:8901,2484,983,1387,2743,2151,2233,7006,4499,3543
7903:3,4,6,8,10,11,13,14,15,17
7915:7358,11803,518,84,4900,486,1102,224,490,2233
7921:16956,22689,12776,12133,11813,20288,10600,3,4,6
7945:5480,2888,7838,8860,1400,14226,1081,2153,9531,9783
7946:4268,4268,3162,1190,1631,902,1685,4422,1287,5117
7949:1389,3389,8579,8151,8579,18449,25635,8151,2166,5260
7951:2714,2696,654,8986,3207,4439,2403,1102,861,2557
7958:3,4,6,8,10,11,13,14,15,17
7962:5119,654,289,302,654,554,654,861,1820,2193
7964:3,4,6,8,10,11,13,14,15,17
7967:3,4,6,8,10,11,13,14,15,17
7969:1102,654,861,650,1245,859,1196,1558,749,1403
7975:302,654,58,84,616,29,354,1102,138,301
7976:3,4,6,8,10,11,13,14,15,17
7977:866,654,5465,787,1102,546,736,947,2139,1995
7981:3,4,6,8,10,11,13,14,15,17
7990:2268,1951,4919,4487,902,8457,4833,4268,5117,2101
8002:16036,13016,5122,4513,14955,4444,1340,2028,3086,12202
8008:3,4,6,8,10,11,13,14,15,17
8009:10040,654,861,736,650,8730,5869,9850,10491,902
8023:10369,1044,9057,4604,1845,9850,2115,2101,12634,1578
8032:13838,17015,8546,11861,20997,16286,16107,18291,16288,14174
8036:3,4,6,8,10,11,13,14,15,17
8054:2669,1400,5480,9417,1898,5767,7711,5000,3789,12727
8065:5767,654,289,692,654,2976,10141,12634,58,554
8068:1069,826,1511,1535,731,3081,2414,4880,2172,2139
8069:1827,2403,2696,2696,2714,2403,1827,2714,3207,3506
8081:4755,1712,302,654,4825,10041,1102,58,84,861
8090:1102,21735,13522,654,354,5767,1535,7984,20997,861
8097:1936,1683,6793,3842,3163,25635,10040,10474,5791,6254
8103:5545,3376,5000,5545,10600,9080,9518,10474,17015,5480
8104:3,4,6,8,10,11,13,14,15,17
8130:7210,8259,5000,6210,7910,13522,4993,8457,5117,4798
8134:3,4,6,8,10,11,13,14,15,17
8137:654,10039,302,654,3568,10071,5097,1804,616,8259
8141:2739,9518,10786,5111,4604,1624,4456,2233,7468,2266
8144:616,2103,1230,564,736,7235,302,7711,2642,984
8150:20195,4904,8156,654,616,861,13241,15914,15201,302
8159:2233,4499,3250,9572,9347,4364,5000,7210,4113,5567
8161:3,4,6,8,10,11,13,14,15,17
8163:6097,2275,9800,7225,2153,6772,7994,3698,4873,2337
8184:6108,7211,13544,8283,3137,16217,5767,11718,8660,19871
8186:1102,518,302,6450,654,5998,654,302,736,58
8200:302,654,654,58,84,1102,616,7874,361,29
8206:9691,6455,4292,30286,3549,5849,3563,10369,4423,12634
8217:654,7194,861,736,650,1995,1728,3563,902,4702
8224:6249,1044,9185,5998,4497,3989,18420,3563,3431,5725
8225:3207,3506,3506,4421,3618,8058,16036,14955,7506,3976
8227:3,4,6,8,10,11,13,14,15,17
8229:10474,2748,4630,5927,14761,7508,9057,7989,2430,1358
8245:3,4,6,8,10,11,13,14,15,17
8263:3,4,6,8,10,11,13,14,15,17
8264:13975,12876,18447,19188,23867,24568,29900,14755,15861,17429
8270:2704,11333,11888,5821,10491,8447,7166,1362,1602,642
8276:654,2024,4904,654,616,13241,1102,354,1102,1332
8285:5237,7802,3517,7806,10859,6923,4106,4422,2361,6157
8286:5553,15583,1578,1109,3101,650,861,673,2937,3432
8287:17071,16286,16680,262,16404,780,8588,3423,12471,16404
8290:17567,18420,3,4,6,8,10,11,13,14
8310:9054,9127,10348,13501,5794,17015,5320,6311,7926,5975
8314:3,4,6,8,10,11,13,14,15,17
8325:5708,1937,2831,8150,1832,4904,1960,1558,3751,3017
8326:13732,24568,12360,23867,5542,5605,12634,1102,654,5048
8334:3,4,6,8,10,11,13,14,15,17
8336:3,4,6,8,10,11,13,14,15,17
8343:2748,790,302,654,13302,5303,58,84,616,18593
8347:1102,654,616,518,302,302,654,5998,84,654
8352:9057,10610,2369,18449,12776,131,16956,4107,5287,18449
8368:654,616,2976,302,84,2369,861,162,289,1102
8380:5480,5488,10020,1013,4873,9417,9417,4425,8860,9531
8396:17429,7446,6477,205,12360,12625,1102,7292,4828,4578
8401:654,302,58,654,302,58,84,239,616,616
8406:1102,1352,4755,518,3915,1712,1923,3864,11535,4825
8411:3,4,6,8,10,11,13,14,15,17
8413:12634,4171,2919,7257,2901,3249,14018,4106,6548,8462
8435:3,4,6,8,10,11,13,14,15,17
8449:1352,10041,1923,4825,7457,3509,1712,3107,371,5624
8450:3,4,6,8,10,11,13,14,15,17
8476:3,4,6,8,10,11,13,14,15,17
8477:4755,1712,4755,3172,4825,6434,10041,10041,1400,5480
8491:3,4,6,8,10,11,13,14,15,17
8499:1205,14955,4856,22889,3618,2687,25635,1164,1509,7006
8500:2379,1884,1462,2967,1535,2677,6545,1023,2275,5767
8510:3,4,6,8,10,11,13,14,15,17
8513:4292,2669,22889,15337,4357,10813,6793,7984,5000,22980
8517:3,4,6,8,10,11,13,14,15,17
8530:1424,3234,837,1471,1511,654,3223,726,837,1305
8531:1102,8579,23867,5985,518,8462,1181,8457,3261,1139
8534:17567,9531,12254,10492,10020,10713,15507,13194,14085,15914
8536:10041,8579,4825,7667,8151,2831,10466,2233,16676,4702
8537:2976,6837,2655,4113,4967,2765,2464,5026,6862,3867
8552:3,4,6,8,10,11,13,14,15,17
8569:10041,6434,9531,10041,4825,4755,3172,6434,3915,10041
8578:14152,16036,19197,9452,9531,10914,17990,13863,14003,17015
8581:12253,10075,10040,5119,5699,14750,2658,5157,5610,6397
8582:654,3588,302,654,15705,409,10181,23867,4904,1102
8600:12625,18704,2266,6063,3143,16288,4288,8187,3017,2416
8603:2950,4647,4647,5512,5655,25635,4613,947,8151,4798
8635:6434,10041,7831,726,4904,2776,1937,483,690,2733
8636:12093,10692,654,4146,226,10692,1102,361,138,1462
8637:3,4,6,8,10,11,13,14,15,17
8644:8902,3231,5575,1086,554,1511,542,1403,486,409
8651:899,1187,2162,4420,2162,131,2935,875,6450,1119
8660:837,654,58,302,5545,4993,861,2464,7989,10040
8670:11718,14174,16404,15535,9790,16286,10310,9215,5860,14892
8681:866,302,654,12684,654,861,4904,3313,2369,1424
8692:23867,11718,16680,4194,9452,21735,3819,9432,10141,7457
8711:3,4,6,8,10,11,13,14,15,17
8717:3,4,6,8,10,11,13,14,15,17
8718:14226,9024,14226,13567,13567,11255,14593,7711,5738,16956
8719:654,9077,302,12634,654,2831,616,226,9146,58
8735:1744,2770,3476,1983,5658,11035,1820,3638,19421,16675
8736:2342,2967,6491,8870,3819,6315,3534,2955,22889,4292
8746:5767,1749,4268,654,861,5767,8660,5767,9347,15
8747:302,654,14174,8861,9432,12253,14750,10786,226,58
8755:3,4,6,8,10,11,13,14,15,17
8760:1684,13988,2668,3429,542,2185,1804,3323,787,7624
8765:3,4,6,8,10,11,13,14,15,17
8768:2717,5869,15337,8066,4048,2018,13523,6230,4025,10511
8771:1102,3265,6765,518,3194,654,302,736,7446,301
8774:151,2535,1102,7477,7059,578,7477,578,2535,518
8782:5557,4792,12254,8860,5480,984,7711,9800,2634,2888
8788:654,5545,486,4025,12360,15141,9850,2464,7989,616
8789:902,1995,5119,1196,3976,1987,1405,564,1535,3233
8790:17567,10492,20997,9289,9531,12254,17567,10492,19871,9691
8802:1102,654,616,518,302,84,654,302,861,162
8810:7843,4021,7989,616,13660,650,11535,736,698,15507
8812:11718,3819,6824,14174,2527,8586,5488,14593,16188,10511
8822:3,4,6,8,10,11,13,14,15,17
8825:289,14750,23581,554,13660,12625,518,861,902,5927
8844:3,4,6,8,10,11,13,14,15,17
8850:4755,1712,4825,10041,3107,2880,4568,5624,7831,3172
8852:1405,1023,508,5998,354,1535,564,1462,301,289
8862:3,4,6,8,10,11,13,14,15,17
8863:1102,12634,750,518,302,654,2698,654,4499,861
8868:7210,8259,5000,6210,7910,13522,4993,8457,5117,4798
8870:1102,861,1102,654,1196,1762,861,1476,859,5998
8872:5582,8873,2557,354,736,654,4444,1102,8873,508
8877:1086,6675,1509,21735,8746,3313,2366,3774,14960,1573
8889:17567,1936,1644,1245,7166,3307,7869,2583,5514,3730
8890:10834,4873,5557,14593,6097,5676,10020,5023,13194,9531
8900:3,4,6,8,10,11,13,14,15,17
8906:4368,2163,2704,23867,3429,654,1535,2734,301,2149
8912:226,138,1462,1535,1023,736,84,101,654,901
8913:4568,1923,12990,4966,7831,10041,4825,4755,15507,4774
8915:1102,6249,518,3261,654,861,7642,7874,3646,9337
8916:3162,8457,9080,2469,13016,12360,13917,20330,7210,4828
8920:15535,9790,5767,16404,6395,10040,10786,3374,3718,13544
8924:6315,5122,3753,5991,4513,16036,4421,5078,16036,2717
8931:16776,2831,6281,10054,3313,2310,13732,7672,12023,9929
8935:7642,2583,2233,1164,13241,2302,1595,1099,1624,1511
8936:3,4,6,8,10,11,13,14,15,17
8958:302,654,58,84,616,29,354,1102,138,301
8984:3,4,6,8,10,11,13,14,15,17
9000:1102,289,518,530,554,13458,654,302,1102,1511
9001:8694,14793,16036,9106,9388,7160,11467,16036,29900,7984
9013:5991,766,5320,7166,913,4374,624,1603,4005,1299
9024:6535,1213,2552,7932,5286,6477,7317,2181,12389,8462
9079:7228,18593,20997,10054,3162,9432,10308,10786,2045,13917
9085:4652,1631,2140,1100,6548,11039,13917,12776,7578,6732
9096:4825,10041,10041,10041,9531,4825,3915,5624,10020,7006
9098:13227,24296,14700,1995,5119,3976,698,1987,3867,12876
9106:302,654,58,84,616,29,354,1102,138,301
9111:5991,12360,2193,542,554,13065,4685,902,7514,30286
9122:654,861,736,650,15583,4904,902,616,859,1102
9128:654,289,2976,554,18030,2369,616,13241,14755,518
9135:4756,6673,8861,12253,14750,5080,10075,8276,10682,10075
9141:4825,10041,10041,4825,4755,5624,6434,6024,12990,10914
9152:151,7477,1086,7059,578,2535,4268,4292,493,20195
9155:4414,4106,11459,2024,1683,1511,4904,1393,4828,1362
9157:8867,19152,9435,9594,12750,9054,10466,11488,16956,9617
9158:1511,3484,6916,1535,2292,1152,564,508,546,1987
9159:5542,3244,3323,9453,4993,10310,4025,9572,3265,3274
9160:10041,4755,1712,4825,4825,10041,3107,2880,4568,5624
9161:11255,8733,10267,16956,10020,7994,9783,10267,14226,9783
9171:2888,654,984,5557,302,1147,654,7711,3153,6097
9173:2115,3233,3162,1987,3017,3730,1511,7407,4268,3313
9200:4816,13704,4483,3250,6732,3065,2937,4148,2955,2085
9224:4414,1600,6759,3304,2068,4702,9850,1982,5517,10695
9225:9435,8867,8772,12861,866,9594,15535,19152,5821,9790
9233:3,4,6,8,10,11,13,14,15,17
9236:4568,1923,14955,12990,9531,3915,4966,4856,3618,3976
9237:654,616,15201,3261,302,654,861,84,1804,861
9238:3,4,6,8,10,11,13,14,15,17
9245:3,4,6,8,10,11,13,14,15,17
9249:11444,2076,2430,928,3244,563,2790,153,2014,6455
9256:1002,2028,1744,2715,2085,4268,1065,8928,2345,4268
9276:285,1196,486,162,483,1140,238,322,564,1772
9288:2115,2698,3292,2698,302,654,2115,9080,8069,967
9290:3,4,6,8,10,11,13,14,15,17
9291:19197,10041,4825,10217,2302,392,3231,1578,3231,4368
9310:1277,3929,2233,1393,2988,1573,223,1624,7257,12360
9312:10040,692,2046,3646,5610,4068,12634,2024,2617,7257
9313:13522,7292,10054,9080,7800,508,1196,13016,4205,13917
9331:3,4,6,8,10,11,13,14,15,17
9333:3,4,6,8,10,11,13,14,15,17
9350:4481,616,8986,11633,3839,4027,564,736,4374,302
9357:3,4,6,8,10,11,13,14,15,17
9359:1086,289,302,654,554,1403,14761,518,58,861
9364:6249,6812,10369,6292,2669,354,6700,16676,11720,8986
9368:3,4,6,8,10,11,13,14,15,17
9369:2582,9783,13567,5480,4071,13194,16036,9531,5557,9657
9371:899,1187,518,84,2162,4420,2162,654,2935,1102
9381:6387,5708,13420,2848,2995,5363,4021,7800,3141,3638
9389:3,4,6,8,10,11,13,14,15,17
9394:654,302,654,2557,616,58,84,1102,354,616
9400:10075,12253,10682,4756,6673,654,861,1804,23581,4374
9402:3,4,6,8,10,11,13,14,15,17
9420:302,654,58,84,616,12872,29,5699,7257,354
9431:3,4,6,8,10,11,13,14,15,17
9432:1762,5542,3244,1476,3323,1937,9453,1550,1405,8213
9433:3,4,6,8,10,11,13,14,15,17
9437:3233,3929,4181,2770,3897,11459,3101,3867,7841,4542
9442:2379,8511,7211,7211,16217,3423,12471,262,6108,780
9443:1187,5711,6477,302,10040,654,8665,2162,8546,15182
9451:5119,1187,9057,9572,15398,13074,8398,9080,5699,13016
9473:5480,5488,10020,1013,4873,9417,4425,8860,1400,2103
9474:3,4,6,8,10,11,13,14,15,17
9486:3,4,6,8,10,11,13,14,15,17
9487:4268,6210,861,4292,6996,5178,743,3646,15914,15
9489:654,2030,409,6485,616,7132,22980,3632,1668,1102
9494:7831,4372,6451,13544,8860,4106,8069,14793,14809,19197
9498:3,4,6,8,10,11,13,14,15,17
9499:2831,3313,12023,8056,8398,2538,1086,1116,4702,2166
9500:1069,826,1511,1535,731,3081,2414,4880,2172,2139
9507:2704,8011,2068,5567,1965,2527,2018,5000,2233,8130
9514:3,4,6,8,10,11,13,14,15,17
9525:1187,2162,20881,14554,1578,1119,2193,6397,6129,650
9528:3313,8457,3521,3514,6243,4487,6812,13016,5741,9691
9531:3,4,6,8,10,11,13,14,15,17
9535:367,624,6996,2158,6820,7491,30286,769,3373,4483
9538:954,14998,8445,654,861,7841,12876,2316,743,6996
9541:3,4,6,8,10,11,13,14,15,17
9553:3,4,6,8,10,11,13,14,15,17
9568:9594,12861,8772,7468,19152,5512,8867,7622,9435,7926
9570:3184,4833,5925,5869,13523,1146,10785,7257,8398,5119
9571:12861,15535,9435,5975,4223,4292,6824,10020,13302,14809
9573:3,4,6,8,10,11,13,14,15,17
9576:3,4,6,8,10,11,13,14,15,17
9580:518,84,1102,101,1804,616,289,787,554,1511
9590:1102,518,518,84,7910,8902,654,861,654,302
9593:7667,10541,10466,2548,7932,6759,4173,9347,11861,8069
9606:13895,3867,3976,3756,13660,2957,22606,5545,6097,16217
9612:20195,302,654,3231,1102,58,84,5575,861,14700
9613:4907,2200,10217,10985,5567,4630,9080,2698,3142,3839
9614:3,4,6,8,10,11,13,14,15,17
9630:4792,7994,3601,8860,5557,1081,4877,11255,1528,1400
9665:654,1102,616,1102,861,354,616,650,650,736
9666:3,4,6,8,10,11,13,14,15,17
9668:4755,1712,4825,10041,3107,2880,4568,3563,3101,5624
9680:9347,20195,5699,654,861,10369,302,7132,616,542
9685:5237,7802,3517,7806,10859,6923,4106,4422,2361,6157
9693:8156,4364,13522,15201,2428,4456,2429,633,4697,2166
9694:4741,4991,9979,7989,13016,4487,4025,3618,6207,3493
9696:3,4,6,8,10,11,13,14,15,17
9711:3,4,6,8,10,11,13,14,15,17
9722:5320,12202,1786,2588,1631,4354,6230,6243,3915,1534
9727:15720,2698,3972,8187,1924,2696,8069,6855,1884,7556
9742:5420,2059,4210,1190,2168,6996,1924,2416,1578,4204
9745:654,654,58,302,8156,616,15201,8056,23867,4068
9752:3,4,6,8,10,11,13,14,15,17
9753:2162,1187,6450,6450,2162,4420,4420,2162,1187,6732
9755:654,616,1102,354,650,542,861,518,564,2618
9757:3,4,6,8,10,11,13,14,15,17
9786:4357,3717,4357,3484,4292,6191,3976,1535,4919,10217
9808:392,3233,3313,245,402,902,542,656,4422,1987
9810:3,4,6,8,10,11,13,14,15,17
9812:302,654,1187,1102,58,84,861,616,29,3675
9813:2233,4021,4444,8973,4774,4499,3093,3250,8462,6793
9818:3,4,6,8,10,11,13,14,15,17
9820:3,4,6,8,10,11,13,14,15,17
9824:12217,9722,11803,12876,23503,12990,13227,9531,9346,12442
9827:7838,719,463,9417,6097,3184,10752,661,4833,2103
9831:4873,2259,14593,9531,7711,5480,7711,984,16956,4071
9834:3429,508,542,787,6793,2185,1804,3323,787,1987
9837:654,23867,616,1102,354,4368,10785,650,4563,5542
9839:10713,19616,11459,12859,15398,12389,22980,10813,13567,16288
9840:11351,5533,10054,4487,4604,5150,6157,7869,12202,13302
9864:8100,5746,4904,14700,14721,16409,9572,7508,6548,7210
9879:3,4,6,8,10,11,13,14,15,17
9890:15201,3261,654,861,4993,2535,8457,8150,3231,736
9891:302,654,58,84,616,29,1102,654,5929,1762
9892:13522,7910,5176,4268,7672,3162,3142,3867,9850,2640
9896:2714,2696,3207,1827,2403,3207,2696,2696,2714,3389
9899:866,302,654,58,84,616,29,354,7703,1102
9900:354,131,289,2955,245,364,179,101,787,322
9911:3,4,6,8,10,11,13,14,15,17
9926:302,654,654,861,58,84,14700,736,616,650
9927:837,5699,3088,2640,6230,518,84,2976,866,302
9929:1125,2115,3736,3326,4833,10369,5925,2359,9347,1395
9944:3,4,6,8,10,11,13,14,15,17
9945:12861,19152,14259,15535,10466,11834,13501,10786,14152,11973
9946:16956,22689,12776,12133,11813,20288,10600,3,4,6
9961:3,4,6,8,10,11,13,14,15,17
9984:3,4,6,8,10,11,13,14,15,17
10030:654,2030,616,4268,2976,302,302,654,84,861
10040:2259,9531,5480,7711,984,4071,8860,2153,2103,7838
10050:3,4,6,8,10,11,13,14,15,17
10051:3,4,6,8,10,11,13,14,15,17
10073:10012,3989,7514,9453,4643,9538,8259,3249,3680,3805
10078:3,4,6,8,10,11,13,14,15,17
10082:302,654,58,84,616,29,354,1102,138,301
10084:3,4,6,8,10,11,13,14,15,17
10086:7029,5420,8095,9567,5581,6157,6793,3234,7210,8873
10088:3,4,6,8,10,11,13,14,15,17
10090:10039,5097,10039,3568,5097,10039,14147,5150,5542,20288
10110:302,654,58,84,2687,616,1509,29,2831,354
10111:9080,861,15,654,58,302,518,29,4292,4993
10115:3,4,6,8,10,11,13,14,15,17
10117:1086,1403,564,1535,2233,1126,1405,1578,902,518
10130:7703,7468,7578,3582,3194,1644,4239,1508,8398,1419
10132:13917,7685,6599,10914,9080,14961,4578,4604,3855,4456
10133:3,4,6,8,10,11,13,14,15,17
10136:3,4,6,8,10,11,13,14,15,17
10140:10310,6894,14700,10012,8150,7585,10291,11803,14174,14675
10148:2259,9531,5480,7711,984,4071,12254,8860,14226,2153
10155:18030,7508,4563,4834,5927,1825,7407,5260,2162,3231
10156:11813,3618,3789,5517,4880,5738,3086,4071,8973,11467
10194:3915,2166,11718,16404,6552,11861,13660,1762,8187,3841
10196:4091,302,654,4268,6210,4721,4364,4292,1578,15914
10200:2696,2403,2696,2714,2403,3506,1827,3207,2714,1524
10210:2704,5598,9388,9388,8011,5676,13704,2068,5567,1965
10233:5729,3795,10686,13523,9572,3,4,6,8,10
10235:3,4,6,8,10,11,13,14,15,17
10236:3,4,6,8,10,11,13,14,15,17
10237:518,542,363,1804,902,302,1762,861,1348,554
10249:3,4,6,8,10,11,13,14,15,17
10254:3563,4702,3313,2338,2831,1305,3143,18420,4904,13241
10267:1102,899,1187,1187,654,616,518,1195,5268,2162
10275:3,4,6,8,10,11,13,14,15,17
10276:11459,518,84,5708,3231,654,10181,784,6862,5753
10279:3,4,6,8,10,11,13,14,15,17
10302:654,302,654,1102,616,58,84,1102,861,354
10303:3,4,6,8,10,11,13,14,15,17
10304:3,4,6,8,10,11,13,14,15,17
10306:654,8546,654,616,15201,4268,9311,3261,4904,6943
10313:2557,8873,2200,616,2030,1578,542,4268,2733,2338
10317:3368,3297,7468,8115,9790,5638,3088,3191,4967,4174
10335:11718,3,4,6,8,10,11,13,14,15
10339:1102,654,1213,518,866,16776,2687,4181,10247,654
10342:5929,654,22980,616,3101,3249,302,3233,84,4374
10346:3,4,6,8,10,11,13,14,15,17
10359:654,58,302,5991,239,616,162,84,190,354
10364:3,4,6,8,10,11,13,14,15,17
10366:7672,654,5533,11459,518,3093,84,8769,302,654
10371:6906,670,6901,2480,4740,2275,5550,890,10163,12023
10377:1187,2162,2469,1119,4174,4669,2193,4374,3017,3539
10378:3,4,6,8,10,11,13,14,15,17
10387:3,4,6,8,10,11,13,14,15,17
10388:1086,11044,1403,654,6968,1535,564,301,7132,1535
10392:3,4,6,8,10,11,13,14,15,17
10408:13049,10541,7160,14793,4368,3376,5111,7422,4568,4589
10420:8095,1820,3599,6824,5553,10474,10493,11444,14721,14809
10427:3,4,6,8,10,11,13,14,15,17
10439:3389,1021,4834,6445,1444,1602,2495,5928,3989,6836
10445:518,84,1102,101,616,289,787,1405,650,17
10454:3,4,6,8,10,11,13,14,15,17
10471:2369,518,542,363,1804,302,542,1762,861,1348
10478:289,654,58,554,302,7166,2433,1102,654,6820
10479:3,4,6,8,10,11,13,14,15,17
10480:12625,9347,9635,15861,654,861,3194,5602,20195,19421
10488:302,654,58,84,616,29,354,1102,138,301
10502:3,4,6,8,10,11,13,14,15,17
10513:3,4,6,8,10,11,13,14,15,17
10523:13016,13016,12217,1936,5122,8928,2028,12217,4421,1644
10543:3,4,6,8,10,11,13,14,15,17
10554:3,4,6,8,10,11,13,14,15,17
10563:1195,5268,302,654,4420,2162,2935,1187,10040,58
10564:866,302,654,7468,766,1413,58,84,636,548
10570:654,1776,2831,1624,13241,616,3313,1573,13975,12023
10573:3,4,6,8,10,11,13,14,15,17
10580:17567,861,787,1102,902,1405,873,1762,1535,4697
10636:302,654,354,58,84,616,736,654,29,1102
10655:654,1102,361,866,616,542,364,402,1023,736
10691:5996,20195,5699,7257,8156,4005,4223,8902,8457,8746
10693:654,616,302,654,861,84,861,162,289,1102
10698:3223,5542,5182,3323,16675,17429,7075,4181,9311,6143
10707:3,4,6,8,10,11,13,14,15,17
10710:3389,2162,1102,1187,6450,654,714,518,866,109
10726:3,4,6,8,10,11,13,14,15,17
10747:3,4,6,8,10,11,13,14,15,17
10758:12776,508,787,6793,4364,1987,1405,542,3233,4268
10770:7468,2982,9722,13341,2904,4889,8867,19152,1397,5512
10779:3,4,6,8,10,11,13,14,15,17
10794:3,4,6,8,10,11,13,14,15,17
10801:4873,14892,2685,2944,3476,2414,7048,12202,23867,13194
